symbol,cik,company_name,exchange,event_type,event_date,label_quality,source_url,cik_source,acquirer,acquirer_name,dataset_role
AVDX,0001858257,Avidxchange Holdings Inc,,ACQUISITION,2025-10-14,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,CPAY,Corpay Inc,ACQUISITION
ARIS,0001964504,Aris Water Solutions Inc,NYSE,ACQUISITION,2025-10-14,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,sec_company_tickers_exchange,WES,Western Midstream Partners Lp,ACQUISITION
MTAL,0002107724,Mac Copper Ltd.,NYSE,ACQUISITION,2025-10-10,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,sec_company_tickers_exchange,HMY,Harmony Gold Mining Co Ltd.,ACQUISITION
EPIX,0001633932,Essa Pharma Inc,,ACQUISITION,2025-10-08,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Xenotherapeutics Corp,ACQUISITION
VRNA,0001657312,Verona Pharma PLC,,ACQUISITION,2025-10-07,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,MRK,Merck & Co Inc,ACQUISITION
SCPH,0001604950,Scpharmaceuticals Inc,,ACQUISITION,2025-10-06,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,MNKD,Mannkind Corp,ACQUISITION
MGRM,0001769759,Monogram Technologies Inc,,ACQUISITION,2025-10-06,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,ZBH,Zimmer Biomet Holdings Inc,ACQUISITION
COOP,0000933136,Mr Cooper Group Inc,,ACQUISITION,2025-10-02,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,RKT,Rocket Companies Inc,ACQUISITION
NEUE,0001671284,Neuehealth Inc,,ACQUISITION,2025-10-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,New Enterprise Associates,ACQUISITION
BGFV,0001156388,Big 5 Sporting Goods Corp,,ACQUISITION,2025-10-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Worldwide Golf Group LLC,ACQUISITION
TTNP,0000910267,Titan Pharmaceuticals Inc,,ACQUISITION,2025-10-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BTTC,Black Titan Corp,ACQUISITION
GNTY,0001058867,Guaranty Bancshares Inc,,ACQUISITION,2025-09-30,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,GBCI,Glacier Bancorp Inc,ACQUISITION
THTX,0001512717,Theratechnologies Inc,,ACQUISITION,2025-09-25,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Future Pak LLC,ACQUISITION
KLG,0001959348,Wk Kellogg Co.,,ACQUISITION,2025-09-25,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Ferrero Group,ACQUISITION
DALN,0001413898,Dallasnews Corp,,ACQUISITION,2025-09-24,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Hearst Communications Inc,ACQUISITION
BRFS,0001122491,Brf SA,,ACQUISITION,2025-09-22,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,MRRTY,Marfrig Global Foods SA,ACQUISITION
SPTN,0000877422,Spartannash Co.,,ACQUISITION,2025-09-19,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,C&s Wholesale Grocers Inc,ACQUISITION
MNTX,0001302028,Manitex International Inc,,ACQUISITION,2024-12-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Tadano Ltd.,ACQUISITION
IBTX,0000764038,Independent Bank Group Inc,,ACQUISITION,2024-12-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,SSB,Southstate Bank Corp,ACQUISITION
NAPA,0001835256,Duckhorn Portfolio Inc,,ACQUISITION,2024-12-23,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Marlee Buyer Inc,ACQUISITION
AGR,0001634997,Avangrid Inc,,ACQUISITION,2024-12-20,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,IBDRY,Iberdrola SA,ACQUISITION
CTLT,0001596783,Catalent Inc,,ACQUISITION,2024-12-17,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,NVO,Novo Nordisk A S,ACQUISITION
AY,0001601072,Atlantica Sustainable Infrastructure PLC,,ACQUISITION,2024-12-12,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Energy Capital Partners Management Lp,ACQUISITION
PGRU,0001873331,Propertyguru Group Ltd.,,ACQUISITION,2024-12-12,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Eqt Private Equity Co LLC,ACQUISITION
VZIO,0001835591,Vizio Holding Corp,,ACQUISITION,2024-12-02,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,WMT,Walmart Inc,ACQUISITION
LBPH,0001832168,Longboard Pharmaceuticals Inc,,ACQUISITION,2024-11-29,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,HLUKF,H Lundbeck A S,ACQUISITION
ENV,0001337619,Envestnet Inc,,ACQUISITION,2024-11-22,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Bain Capital Partners LLC,ACQUISITION
HAYN,0000858655,Haynes International Inc,,ACQUISITION,2024-11-20,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,ANIOY,Acerinox SA,ACQUISITION
RCM,0001910851,R1 Rcm Inc,,ACQUISITION,2024-11-18,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Clayton Dubilier & Rice LLC,ACQUISITION
NVEI,0001765159,Nuvei Corp,,ACQUISITION,2024-11-15,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Advent International LLC,ACQUISITION
AXNX,0001603756,Axonics Inc,,ACQUISITION,2024-11-14,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,BSX,Boston Scientific Corp,ACQUISITION
TWKS,0001866550,Thoughtworks Holding Inc,,ACQUISITION,2024-11-12,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Apax Partners LLC,ACQUISITION
INST,0001841804,Instructure Holdings Inc,,ACQUISITION,2024-11-12,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,KKR,Kkr & Co Inc,ACQUISITION
SRCL,0000861878,Stericycle Inc,,ACQUISITION,2024-11-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,WM,Waste Management Inc,ACQUISITION
GVP,0000944480,Gse Systems Inc,,ACQUISITION,2024-10-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Pelican Energy Partners Lp,ACQUISITION
STER,0001210677,Sterling Check Corp,,ACQUISITION,2024-10-30,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,FA,First Advantage Corp,ACQUISITION
GRDI,0000827876,Griid Infrastructure Inc,,ACQUISITION,2024-10-30,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,CLSK,Cleanspark Inc,ACQUISITION
LLAP,0000936468,Terran Orbital Corp,,ACQUISITION,2024-10-29,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,LMT,Lockheed Martin Corp,ACQUISITION
PETQ,0001668673,Petiq Inc,,ACQUISITION,2024-10-24,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Bansk Group,ACQUISITION
SHCR,0001816233,Sharecare Inc,,ACQUISITION,2024-10-21,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Altaris Capital Lp,ACQUISITION
SQSP,0001496963,Squarespace Inc,,ACQUISITION,2024-10-16,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Permira Holdings Ltd.,ACQUISITION
CHUY,0001524931,Chuy's Holdings Inc,,ACQUISITION,2024-10-10,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,DRI,Darden Restaurants Inc,ACQUISITION
HMNF,0000903419,Hmn Financial Inc,,ACQUISITION,2024-10-09,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,ALRS,Alerus Financial Corp,ACQUISITION
VGR,0000059440,Vector Group Ltd.,,ACQUISITION,2024-10-07,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Jt Group,ACQUISITION
AUGX,0001769804,Augmedix Inc,,ACQUISITION,2024-10-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Commure Inc,ACQUISITION
PRFT,0001085869,Perficient Inc,,ACQUISITION,2024-10-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Bpea Private Equity Fund Viii Co-investment Lp,ACQUISITION
PWSC,0001835681,Powerschool Holdings Inc,,ACQUISITION,2024-09-30,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Bain Capital,ACQUISITION
SWN,0000895126,Southwestern Energy Co.,,ACQUISITION,2024-09-30,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,EXE,Expand Energy Corp,ACQUISITION
SGE,0001591890,Strong Global Entertainment Inc,,ACQUISITION,2024-09-27,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,FGNX,Fg Nexus Inc,ACQUISITION
DOMA,0001722438,Doma Holdings Inc,,ACQUISITION,2024-09-26,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Title Resources Group,ACQUISITION
GTHX,0001560241,G1 Therapeutics Inc,,ACQUISITION,2024-09-17,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,-,Pharmacosmos A,ACQUISITION
HA,0000766421,Hawaiian Holdings Inc,,ACQUISITION,2024-09-17,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2024/,stockanalysis_company_page,ALK,Alaska Air Group Inc,ACQUISITION
FIRY,0001801661,Firy Inc.,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
INUV,0000829323,"Inuvo, Inc.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
NXPL,0001058307,NextPlat Corp,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
OR,0001627272,OR Royalties Inc.,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
VERA,0001831828,"Vera Therapeutics, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
HMY,0001023514,HARMONY GOLD MINING CO LTD,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
XPOF,0001802156,"Xponential Fitness, Inc.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
BEATW,0001779372,"HeartBeam, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
FOUR,0001794669,"Shift4 Payments, Inc.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
EXFY,0001476840,"Expensify, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
DJP,0000312070,BARCLAYS BANK PLC,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
ALDF,0002031561,Aldel Financial II Inc.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
MAGH,0002046117,Magnitude International Ltd,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
VSOL,0002028541,VanEck Solana ETF,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
RXST,0001111485,"RxSight, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
GGN-PB,0001313510,"GAMCO Global Gold, Natural Resources & Income Trust",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
SBRA,0001492298,"Sabra Health Care REIT, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
CNEY,0001780785,CN ENERGY GROUP. INC.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
CPZ,0001717457,Calamos Long/Short Equity & Dynamic Income Trust,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
SLQT,0001794783,"SelectQuote, Inc.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
NEWTP,0001587987,"NewtekOne, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
NGL-PB,0001504461,NGL Energy Partners LP,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
FWDI,0000038264,"Forward Industries, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
ABR,0001253986,ARBOR REALTY TRUST INC,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
STVN,0001849853,Stevanato Group S.p.A.,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
RANGU,0002035644,Range Capital Acquisition Corp.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
ARE,0001035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
EVTC,0001559865,"EVERTEC, Inc.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
EFTY,0002058349,"ETOILES CAPITAL GROUP CO., LTD",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
ACDC,0001881487,ProFrac Holding Corp.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
MC,0001596967,Moelis & Co,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
SHOTR,0002104879,RMG ML Sports Holdings,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
GS,0000886982,GOLDMAN SACHS GROUP INC,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
CMI,0000026172,CUMMINS INC,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
AGX,0000100591,ARGAN INC,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
SYPR,0000864240,SYPRIS SOLUTIONS INC,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
BXDC,0002100161,Blackstone Digital Infrastructure Trust Inc.,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
TECX,0001681087,"Tectonic Therapeutic, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
CYCN,0001755237,"Korsana Biosciences, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
GILD,0000882095,"GILEAD SCIENCES, INC.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
HSDT,0001610853,Solana Co,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
SDHIR,0002034037,Siddhi Acquisition Corp (Cayman Islands),Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
ASUR,0000884144,ASURE SOFTWARE INC,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
CFG-PI,0000759944,CITIZENS FINANCIAL GROUP INC/RI,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
FCN,0000887936,"FTI CONSULTING, INC",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
LSCC,0000855658,LATTICE SEMICONDUCTOR CORP,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
UFPT,0000914156,UFP TECHNOLOGIES INC,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
KTB,0001760965,"Kontoor Brands, Inc.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
VICR,0000751978,VICOR CORP,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
NSAIW,0002133719,NorthStrive Acquisition Corp I.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
UVE,0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
CURX,0002025942,Curanex Pharmaceuticals Inc,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
CHRS,0001512762,"Coherus Oncology, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
GOAI,0001983736,Eva Live Inc,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
PLOW,0001287213,"DOUGLAS DYNAMICS, INC",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
DXST,0001958133,Decent Holding Inc.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
GTN,0000043196,"GRAY MEDIA, INC",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
SUIG,0001425355,SUI Group Holdings Ltd.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
NFJ,0001260563,"Virtus Dividend, Interest & Premium Strategy Fund",NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
MNTS,0001781162,Momentus Inc.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
FTRA-UN,0002131853,FutureCorp Space Acquisition 1,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
COP,0001163165,CONOCOPHILLIPS,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
UHAL-B,0000004457,U-Haul Holding Co /NV/,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
OLMA,0001750284,"Olema Pharmaceuticals, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
DYOR,0002079292,Insight Digital Partners II,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
LYTS,0000763532,LSI INDUSTRIES INC,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
LUCK,0001840572,Lucky Strike Entertainment Corp,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
MAT,0000063276,MATTEL INC /DE/,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
RIO,0000863064,RIO TINTO PLC,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
ABR-PD,0001253986,ARBOR REALTY TRUST INC,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
SCO,0001415311,ProShares Trust II,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
PRHIZ,0001502292,"Presurance Holdings, Inc.",Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
LAR,0001440972,Lithium Argentina AG,NYSE,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
GPAC,0002085408,General Purpose Acquisition Corp.,Nasdaq,NONE,,control_no_seeded_acquisition_in_stockanalysis_pull,https://www.sec.gov/files/company_tickers_exchange.json,sec_company_tickers_exchange,,,CONTROL
