ticker,cik,company_name,exchange,event_type,seed_event_date,label_quality,announcement_url,cik_source,acquirer,acquirer_name,announcement_ts,announcement_source,audited_announcement_ts,audit_status,audit_score,audit_hits,audit_form,audit_accession,audit_document_url
TMHC,0001562476,Taylor Morrison Home Corp,,ACQUISITION,2026-07-23,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BRK.B,Berkshire Hathaway Inc,2026-07-23 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-23 13:00:15+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001193125-25-329705,https://www.sec.gov/Archives/edgar/data/1562476/000119312525329705/d87862d8k.htm
CCRN,0001141103,Cross Country Healthcare Inc,,ACQUISITION,2026-07-21,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Knox Lane Lp,2026-07-21 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-05-07 10:07:39+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0000950103-26-006921,https://www.sec.gov/Archives/edgar/data/1141103/000095010326006921/dp246394_8k.htm
KORE,0001855457,Kore Group Holdings Inc,,ACQUISITION,2026-07-21,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,-,Abry Partners LLC,2026-07-21 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-04 22:54:59+00:00,sec_candidate,3.0,acquirer_name,8-K,0001855457-25-000084,https://www.sec.gov/Archives/edgar/data/1855457/000185545725000084/kore-20251103.htm
NSA,0001618563,National Storage Affiliates Trust,,ACQUISITION,2026-07-21,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,PSA,Public Storage,2026-07-21 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-03-16 11:13:34+00:00,sec_candidate,7.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|acquirer_name,8-K,0001104659-26-027957,https://www.sec.gov/Archives/edgar/data/1618563/000110465926027957/tm268896d1_8k.htm
NFBK,0001493225,Northfield Bancorp Inc,,ACQUISITION,2026-07-20,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,CLBK,Columbia Financial Inc,2026-07-20 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-02 13:47:08+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001104659-26-008996,https://www.sec.gov/Archives/edgar/data/1493225/000110465926008996/tm264753d1_8k.htm
NUVL,0001861560,Nuvalent Inc,,ACQUISITION,2026-07-15,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,GSK,Gsk PLC,2026-07-15 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-06-09 11:03:35+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|tender\s+offer|entered\s+into\s+.*(?:merger|acquisition)|acquirer_symbol|item_1_01_transaction,8-K,0001193125-26-262950,https://www.sec.gov/Archives/edgar/data/1861560/000119312526262950/d137459d8k.htm
CPRX,0001369568,Catalyst Pharmaceuticals Inc,,ACQUISITION,2026-07-15,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Angelini Pharma SpA,2026-07-15 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-05-07 12:45:27+00:00,sec_candidate,12.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|acquisition\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001193125-26-210518,https://www.sec.gov/Archives/edgar/data/1369568/000119312526210518/d90722d8k.htm
GTLS,0000892553,Chart Industries Inc,,ACQUISITION,2026-07-15,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BKR,Baker Hughes Co.,2026-07-15 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-07 11:01:53+00:00,sec_candidate,9.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name,8-K,0001193125-25-270810,https://www.sec.gov/Archives/edgar/data/892553/000119312525270810/d93917d8k.htm
EEX,0001579214,Emerald Holding Inc,,ACQUISITION,2026-07-13,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,APO,Apollo Global Management Inc,2026-07-13 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-05-11 10:49:40+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-26-215652,https://www.sec.gov/Archives/edgar/data/1579214/000119312526215652/d22741d8k.htm
ESPR,0001434868,Esperion Therapeutics Inc,,ACQUISITION,2026-07-13,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,-,Archimed,2026-07-13 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-03-03 12:03:05+00:00,sec_candidate,10.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001628280-26-013552,https://www.sec.gov/Archives/edgar/data/1434868/000162828026013552/espr-20260302.htm
XOMA,0000791908,Xoma Royalty Corp,,ACQUISITION,2026-07-13,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,LGND,Ligand Pharmaceuticals Inc,2026-07-13 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-09 21:19:14+00:00,sec_candidate,8.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|tender\s+offer|entered\s+into\s+.*(?:merger|acquisition),8-K,0001193125-26-042836,https://www.sec.gov/Archives/edgar/data/791908/000119312526042836/d59988d8k.htm
WSR,0001175535,Whitestone Reit,,ACQUISITION,2026-07-13,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,ARES,Ares Management Corp,2026-07-13 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-04-09 10:12:34+00:00,sec_candidate,14.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|acquirer_symbol|item_1_01_transaction,8-K,0001193125-26-148793,https://www.sec.gov/Archives/edgar/data/1175535/000119312526148793/d898183d8k.htm
TBRG,0001169445,Trubridge Inc,,ACQUISITION,2026-07-08,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,-,Iks Health,2026-07-08 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-01 13:00:07+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001193125-25-303161,https://www.sec.gov/Archives/edgar/data/1169445/000119312525303161/d700980d8k.htm
OLPX,0001868726,Olaplex Holdings Inc,,ACQUISITION,2026-07-07,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,HENKY,Henkel Ag & Co Kgaa,2026-07-07 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-08-26 10:55:13+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001193125-25-188088,https://www.sec.gov/Archives/edgar/data/1868726/000119312525188088/d70869d8k.htm
BLD,0001633931,Topbuild Corp,,ACQUISITION,2026-06-30,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/2026/,stockanalysis_company_page,QXO,Qxo Inc,2026-06-30 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-05-29 20:22:21+00:00,sec_candidate,5.0,agreement\s+and\s+plan\s+of\s+merger|acquisition\s+agreement|acquirer_symbol,8-K,0001104659-26-068292,https://www.sec.gov/Archives/edgar/data/1633931/000110465926068292/bld-20260529x8k.htm
